,applicationsCount,applyType,applyUrl,benefits,companyId,companyName,companyUrl,contractType,experienceLevel,id,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
1387,Be among the first 25 applicants,EXTERNAL,https://www.talent.com/redirect?id=11261faf3b9e&source=linkedin-premium-1&utm_source=partner&pos=85438&utm_medium=linkedin-premium-1&puid=3defgddf3deegdda3defgadagadffada3dedfade3de78adb7ed3addg3ee37c9d4caf8cacce932daf1da93dad3dec3ded9dd79ddd2dedbdddfdddfed33de9bddgaed32ee3gddb8ddeded33ee3ged3gddbgddgfed33ee3fddg3ee3bddcaddf2ded&cg=talent,,92583550.0,Outlier,https://www.linkedin.com/company/try-outlier?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4100738665,https://www.linkedin.com/jobs/view/work-from-home-remote-coding-expertise-for-ai-training-new-zealand-at-outlier-4100738665?trk=public_jobs_topcard-title,"Seattle, WA",3 days ago,,,2024-12-14,$25.00/hr - $50.00/hr,Software Development,Work from Home Remote Coding Expertise for AI Training (New Zealand),Other,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'attention to detail']"
1388,92 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/python-developer-at-bamm-staffing-4102755617?trk=public_jobs_topcard-title,,786140.0,BAMM Staffing,https://www.linkedin.com/company/bamm-staffing?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4102755617,https://www.linkedin.com/jobs/view/python-developer-at-bamm-staffing-4102755617?trk=public_jobs_topcard-title,New York City Metropolitan Area,13 hours ago,Gianna DiBari,https://www.linkedin.com/in/gianna-dibari-a5b0a3178,2024-12-17,,Staffing and Recruiting,Python Developer,Information Technology,7.0,,,,,B.S. or M.S.,True,"['Python', 'SQL', 'Software Development', 'Messaging', 'Cloud']"
1389,116 applicants,EXTERNAL,https://www.amazon.jobs/jobs/2833418/data-scientist-ii-amazon-privat-brands?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid,,1586.0,Amazon,https://www.linkedin.com/company/amazon?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4079843918,https://www.linkedin.com/jobs/view/data-scientist-ii-amazon-privat-brands-at-amazon-4079843918?trk=public_jobs_topcard-title,"New York, United States",6 days ago,,,2024-12-10,"$125,500.00/yr - $212,800.00/yr",Software Development,"Data Scientist II, Amazon Privat Brands",Engineering and Information Technology,2.0,,,125500.0,212800.0,,False,"['data science', 'machine learning', 'SQL', 'Python', 'statistical analysis', 'modeling']"
1390,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/python-developer-at-apply-connect-test-company-silver-4101845830?trk=public_jobs_topcard-title,,103728236.0,apply-connect-test-company-silver,https://www.linkedin.com/company/apply-connect-test-company-silver?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101845830,https://www.linkedin.com/jobs/view/python-developer-at-apply-connect-test-company-silver-4101845830?trk=public_jobs_topcard-title,"Sacramento, CA",1 day ago,,,2024-12-15,,"Technology, Information and Internet",Python Developer,Engineering and Information Technology,2.0,,,,,BS,False,"['REST API', 'CI/CD', 'Mongo DB', 'Python', 'Kafka', 'Data Transformation', 'Document Storage', 'Document Retrieval']"
1391,Be among the first 25 applicants,EXTERNAL,https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=157229&clientkey=BD1EA60AEEB10C351C9D11F5ACCAE8B8,,1026330.0,Beshenich Muir & Associates,https://www.linkedin.com/company/beshenich-muir-&-associates?trk=public_jobs_topcard-org-name,Full-time,Entry level,4100921700,https://www.linkedin.com/jobs/view/data-scientist-54952-at-beshenich-muir-associates-4100921700?trk=public_jobs_topcard-title,"Huntsville, AL",3 days ago,,,2024-12-14,,Defense and Space Manufacturing,Data Scientist (54952),Engineering and Information Technology,10.0,,,,,BS,False,"['advanced analysis', 'analytics', 'data visualization', 'Python', 'SQL', 'machine learning', 'R programming', 'time series analysis', 'forecasting', 'regression', 'supply chain analysis']"
1392,Be among the first 25 applicants,EXTERNAL,https://employment.utah.edu/salt-lake-city-ut/research-scientist/2B150B4382D04E56A8C2BF4130F0F722/job/,,15251168.0,University of Utah,https://www.linkedin.com/school/university-of-utah/?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4102130582,https://www.linkedin.com/jobs/view/research-scientist-at-university-of-utah-4102130582?trk=public_jobs_topcard-title,"Salt Lake City, UT",5 hours ago,,,2024-12-17,"$47,600.00/yr - $90,400.00/yr",Higher Education,Research Scientist,Other,4.0,23.0,43.0,47600.0,90400.0,PHD,False,"['cell biology', 'molecular biology', 'cell culture', 'molecular cloning', 'western blots', 'PCR', 'cell viability', 'reporter assays', 'animal handling', 'data analysis']"
1393,87 applicants,EXTERNAL,https://mycareer.verizon.com/jobs/r-1054661/senior-data-scientist/?source=jb-linkedin,,1103.0,Verizon,https://www.linkedin.com/company/verizon?trk=public_jobs_topcard-org-name,Full-time,Associate,4064430946,https://www.linkedin.com/jobs/view/senior-data-scientist-at-verizon-4064430946?trk=public_jobs_topcard-title,"Irving, TX",3 days ago,,,2024-12-13,,IT Services and IT Consulting,Senior Data Scientist,Engineering and Information Technology,4.0,,,,,BS,True,"['analytical skills', 'collaborative', 'machine learning', 'predictive modeling', 'data visualization', 'Python', 'SQL', 'PySpark', 'Scala']"
1394,32 applicants,EXTERNAL,https://www.amazon.jobs/jobs/2852874/research-scientist?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid,,1586.0,Amazon,https://www.linkedin.com/company/amazon?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4099136353,https://www.linkedin.com/jobs/view/research-scientist-at-amazon-4099136353?trk=public_jobs_topcard-title,"Seattle, WA",2 days ago,,,2024-12-14,,Software Development,Research Scientist,"Research, Science, and Engineering",5.0,,,136000.0,212800.0,PhD or equivalent Master's Degree,False,"['Statistics', 'Machine Learning', 'Economics', 'Modeling', 'Time Series Modeling', 'Predictive Modeling', 'Network Analysis', 'Communication']"
1395,55 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/artificial-intelligence-specialist-at-vbeyond-corporation-4101198686?trk=public_jobs_topcard-title,,1284511.0,VBeyond Corporation,https://www.linkedin.com/company/vbeyond-corporation?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4101198686,https://www.linkedin.com/jobs/view/artificial-intelligence-specialist-at-vbeyond-corporation-4101198686?trk=public_jobs_topcard-title,"Princeton, NJ",10 hours ago,Rohit Gupta,https://www.linkedin.com/in/rohitgupta29,2024-12-17,,IT Services and IT Consulting,Artificial Intelligence Specialist,Information Technology,,,,,,MS,False,"['AI', 'machine learning', 'LLMs', 'NLP', 'computer vision', 'predictive analytics', 'TensorFlow', 'PyTorch', 'cloud-based ML services', 'Python', 'data engineering', 'big data']"
1396,46 applicants,EXTERNAL,https://jobs.ashbyhq.com/Jerry/c0b60990-5a5e-4d21-9416-937c83824370,,18154586.0,Jerry,https://www.linkedin.com/company/jerryinc?trk=public_jobs_topcard-org-name,Full-time,Entry level,4102739891,https://www.linkedin.com/jobs/view/data-scientist-at-jerry-4102739891?trk=public_jobs_topcard-title,San Francisco Bay Area,14 hours ago,,,2024-12-17,,Software Development,Data Scientist,Engineering and Information Technology,3.0,,,,,BS,True,"['SQL', 'Python', 'machine learning', 'data analysis', 'A/B testing']"
1397,Over 200 applicants,EXTERNAL,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Research-Scientist\u002d\u002dDigital-Humans\u002d\u002d-New-College-Grad-2025_JR1990211?source=jobboardlinkedin,,3608.0,NVIDIA,https://www.linkedin.com/company/nvidia?trk=public_jobs_topcard-org-name,Full-time,Entry level,4060873262,https://www.linkedin.com/jobs/view/research-scientist-digital-humans-new-college-grad-2025-at-nvidia-4060873262?trk=public_jobs_topcard-title,"Santa Clara, CA",5 days ago,,,2024-12-11,"$160,000.00/yr - $253,000.00/yr","Computer Hardware Manufacturing, Software Development, and Computers and Electronics Manufacturing","Research Scientist, Digital Humans - New College Grad 2025",Other,,,,160000.0,253000.0,PhD,False,"['AI algorithms', 'Python', 'C++', 'CUDA', 'machine learning', 'computer vision', 'computer graphics', '3D human reconstruction', 'human motion modeling', 'generative modeling', 'physics simulators', 'cloth modeling', 'communication skills']"
1398,175 applicants,EXTERNAL,https://job-boards.greenhouse.io/scaleai/jobs/4488520005?gh_src=acad35425us,,17998520.0,Scale AI,https://www.linkedin.com/company/scaleai?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4059572829,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-engineer-frontier-data-research-at-scale-ai-4059572829?trk=public_jobs_topcard-title,"San Francisco, CA",6 days ago,,,2024-12-10,,Software Development,"Machine Learning Research Scientist/ Engineer, Frontier Data Research",Other,3.0,,,200800.0,251000.0,,False,"['LLMs', 'Pytorch', 'Jax', 'Tensorflow', 'research', 'machine learning']"
1399,Be among the first 25 applicants,EXTERNAL,https://careers.leidos.com/jobs/15367698-middle-data-scientist?tm_job=R-00149987&tm_event=view&tm_company=2502&bid=56,,2973906.0,Leidos,https://www.linkedin.com/company/leidos?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101788323,https://www.linkedin.com/jobs/view/middle-data-scientist-at-leidos-4101788323?trk=public_jobs_topcard-title,"Springfield, VA",2 days ago,,,2024-12-15,"$72,150.00/yr - $130,425.00/yr",IT Services and IT Consulting,Middle Data Scientist,Engineering and Information Technology,2.0,34.0,62.0,72150.0,130425.0,BA/MS,False,"['data analysis', 'data processing', 'Python scripting', 'Java programming', 'SQL querying', 'Tableau', 'GIS', 'data management', 'cloud architecture']"
1400,Be among the first 25 applicants,EXTERNAL,https://careers.leidos.com/jobs/15367701-middle-data-scientist?tm_job=R-00149986&tm_event=view&tm_company=2502&bid=56,,2973906.0,Leidos,https://www.linkedin.com/company/leidos?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101783761,https://www.linkedin.com/jobs/view/middle-data-scientist-at-leidos-4101783761?trk=public_jobs_topcard-title,"Springfield, VA",2 days ago,,,2024-12-15,"$72,150.00/yr - $130,425.00/yr",IT Services and IT Consulting,Middle Data Scientist,Engineering and Information Technology,2.0,72.0,130.0,72150.0,130425.0,BA/MS,False,"['data analysis', 'data processing', 'Python', 'Java', 'SQL', 'Tableau', 'geospatial data', 'cloud architecture', 'data quality control', 'data visualization']"
1401,29 applicants,EXTERNAL,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?jobId=3293237&src=LinkedIn&siteid=6098&partnerid=16030&PageType=JobDetails,,15198065.0,VetJobs,https://www.linkedin.com/company/vetjobs?trk=public_jobs_topcard-org-name,Full-time,Entry level,4098997976,https://www.linkedin.com/jobs/view/data-scientist-dearborn-mi-at-vetjobs-4098997976?trk=public_jobs_topcard-title,"Michigan, United States",3 days ago,,,2024-12-13,,Armed Forces,"Data Scientist - Dearborn, MI",Engineering and Information Technology,1.0,,,,,BS,False,"['data wrangling', 'statistical analysis', 'programming', 'machine learning', 'SQL', 'Python']"
1402,Be among the first 25 applicants,EXTERNAL,https://www.talent.com/redirect?id=27686b8de31d&source=linkedin-premium-1&utm_source=partner&pos=195759&utm_medium=linkedin-premium-1&puid=3deegdd93deagdd83deagadegdd8fadc3aebfddd3def8adc7ed3addg3ee37c9d4caf8cacce932daf1da93dad3dec3ded9dd79ddc2defbddgfddffed33de9bddgaed32ee3gddb8ddeded33ee3ged3gddbgddgfed33ee3fddg3ee3bddcaddf2ded&cg=talent,,92583550.0,Outlier,https://www.linkedin.com/company/try-outlier?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4100758900,https://www.linkedin.com/jobs/view/work-from-home-remote-coding-expertise-for-ai-training-new-zealand-at-outlier-4100758900?trk=public_jobs_topcard-title,"Florida, United States",3 days ago,,,2024-12-14,$25.00/hr - $50.00/hr,Software Development,Work from Home Remote Coding Expertise for AI Training (New Zealand),Other,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog']"
1403,38 applicants,EXTERNAL,https://jobs.merck.com/us/en/job/MERCUSR325137ENUS/Senior-Scientist-Pathology-Data-Science?utm_source=linkedin&utm_medium=phenom-feeds,,1486.0,Merck,https://www.linkedin.com/company/merck?trk=public_jobs_topcard-org-name,Full-time,Associate,4100908981,https://www.linkedin.com/jobs/view/senior-scientist-pathology-data-science-at-merck-4100908981?trk=public_jobs_topcard-title,"South San Francisco, CA",3 days ago,,,2024-12-14,,Pharmaceutical Manufacturing,"Senior Scientist, Pathology Data Science","Research, Analyst, and Information Technology",,,,151900.0,239200.0,Ph.D.,True,"['computational analysis', 'statistical learning', 'data mining', 'programming', 'data visualization', 'machine learning']"
1404,99 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/ai-data-science-training-and-intership-at-refonte-learning-4100495965?trk=public_jobs_topcard-title,"Vision insurance
Dental insurance
Tuition assistance
Child care support
Paid paternity leave
401(k)
Commuter benefits
Paid maternity leave
Pension plan
Medical insurance
Student loan assistance
Disability insurance",102635657.0,Refonte Learning,https://www.linkedin.com/company/refonte-learning?trk=public_jobs_topcard-org-name,Internship,Internship,4100495965,https://www.linkedin.com/jobs/view/ai-data-science-training-and-intership-at-refonte-learning-4100495965?trk=public_jobs_topcard-title,United States,1 day ago,,,2024-12-15,,"E-Learning Providers, Engineering Services, and Technical and Vocational Training",AI & Data Science Training and Intership,"Science, Analyst, and Information Technology",,,,,,BS,True,"['data analysis', 'AI model development', 'data pipeline engineering', 'cloud integration', 'data visualization', 'collaboration', 'programming', 'analytical skills']"
1405,Be among the first 25 applicants,EXTERNAL,https://www.talent.com/redirect?id=096fdaf117e4&source=linkedin-premium-1&utm_source=partner&pos=46973&utm_medium=linkedin-premium-1&puid=3deggdd73deagada3aecgadfgadafddf3deffdd93aeb8ddc7ed3addg3ee37c9d4caf8cacce932daf1da93dad3dec3ded9dd79dd72decbdd7fdd9fed33de9bddgaed32ee3gddb8ddeded33ee3ged3gddbgddgfed33ee3fddg3ee3bddcaddf2ded&cg=talent,,92583550.0,Outlier,https://www.linkedin.com/company/try-outlier?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4100387823,https://www.linkedin.com/jobs/view/work-from-home-remote-coding-expertise-for-ai-training-new-zealand-at-outlier-4100387823?trk=public_jobs_topcard-title,United States,2 days ago,,,2024-12-15,$25.00/hr - $50.00/hr,Software Development,Work from Home Remote Coding Expertise for AI Training (New Zealand),Other,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'C++', 'Swift', 'Verilog', 'attention to detail']"
1406,Be among the first 25 applicants,EXTERNAL,https://zefr.com/about-us/careers?ashby_jid=dfe4a884-ed53-418e-8d69-f4e4ba936531&utm_source=A8BdvoQnMp,,474040.0,"Goren, Goren & Harris, PC",https://www.linkedin.com/company/goren-goren-&-harris-pc?trk=public_jobs_topcard-org-name,Full-time,Entry level,4096920576,https://www.linkedin.com/jobs/view/staff-data-scientist-at-goren-goren-harris-pc-4096920576?trk=public_jobs_topcard-title,"Marina del Rey, CA",6 days ago,,,2024-12-10,"$235,000.00/yr - $250,000.00/yr",Law Practice,Staff Data Scientist,Engineering and Information Technology,7.0,0.0,0.0,235000.0,250000.0,BS/MS,True,"['Python', 'SQL', 'machine learning', 'data structures', 'algorithms', 'software design', 'code review', 'communication', 'distributed systems']"
1407,Over 200 applicants,EXTERNAL,https://careers.spglobal.com/jobs/307697?source=LinkedIn&lang=en-us&utm_source=LinkedIn,,3126665.0,Kensho Technologies,https://www.linkedin.com/company/kensho-technologies?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4040090250,https://www.linkedin.com/jobs/view/research-scientist-nlp-at-kensho-technologies-4040090250?trk=public_jobs_topcard-title,"New York, NY",6 days ago,,,2024-12-10,,Software Development,Research Scientist - NLP,Other,,,,150000.0,225000.0,PhD,True,"['NLP', 'Machine Learning', 'PyTorch', 'Tensorflow', 'JAX', 'Research']"
1408,Over 200 applicants,EXTERNAL,https://JPMorganChase.contacthr.com/143390790,,1068.0,JPMorganChase,https://www.linkedin.com/company/jpmorganchase?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4049406506,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-jpmorganchase-4049406506?trk=public_jobs_topcard-title,"Jersey City, NJ",1 day ago,,,2024-12-15,,Financial Services,Machine Learning Engineer,Engineering and Information Technology,3.0,,,,,BS,False,"['machine learning', 'data representation', 'NLP', 'cloud technologies', 'data engineering']"
1409,30 applicants,EXTERNAL,https://careers.canoeintelligence.com/jobs/60806-senior-machine-learning-engineer,,11828351.0,Canoe Intelligence,https://www.linkedin.com/company/canoe-intelligence?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4101743466,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-canoe-intelligence-4101743466?trk=public_jobs_topcard-title,"New York, NY",2 days ago,,,2024-12-14,,Financial Services,Senior Machine Learning Engineer,Engineering and Information Technology,5.0,70.0,105.0,140000.0,210000.0,BS,True,"['NLP', 'information extraction', 'entity resolution', 'entity disambiguation', 'Python', 'deep learning', 'cloud computing', 'ML Ops']"
1410,Be among the first 25 applicants,EXTERNAL,https://careers.boozallen.com/careers/JobDetail?jobId=106034&source=JB-16500,,1403.0,Booz Allen Hamilton,https://www.linkedin.com/company/booz-allen-hamilton?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4096963869,https://www.linkedin.com/jobs/view/predictive-analytics-data-scientist-at-booz-allen-hamilton-4096963869?trk=public_jobs_topcard-title,"Washington, DC",6 days ago,,,2024-12-11,,IT Services and IT Consulting,Predictive Analytics Data Scientist,Engineering and Information Technology,5.0,,,96600.0,220000.0,BS,True,"['data exploration', 'data cleaning', 'data analysis', 'data visualization', 'data mining', 'statistical programming', 'data modeling', 'data sources analysis', 'NLP', 'text mining', 'machine learning', 'algorithm development', 'R', 'Python', 'SQL', 'NoSQL']"
1411,Be among the first 25 applicants,EXTERNAL,https://careers.adobe.com/us/en/job/ADOBUSR152071EXTERNALENUS/Machine-Learning-Engineer-4?utm_medium=phenom-feeds&source=LinkedIn&utm_source=linkedin,,1480.0,Adobe,https://www.linkedin.com/company/adobe?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4097088769,https://www.linkedin.com/jobs/view/machine-learning-engineer-4-at-adobe-4097088769?trk=public_jobs_topcard-title,"Seattle, WA",5 days ago,,,2024-12-12,,"Advertising Services, IT Services and IT Consulting, and Software Development",Machine Learning Engineer 4,Engineering and Information Technology,5.0,,,142700.0,257600.0,,False,"['ML', 'GenAI', 'Computer Vision', 'Python', 'PyTorch', 'TensorFlow', 'AWS', 'Kubernetes', 'Docker']"
1412,182 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/devops-engineer-remote-up-to-%24125-hr-at-saragossa-4102822563?trk=public_jobs_topcard-title,,9215489.0,Saragossa,https://uk.linkedin.com/company/saragossa?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4102822563,https://www.linkedin.com/jobs/view/devops-engineer-remote-up-to-%24125-hr-at-saragossa-4102822563?trk=public_jobs_topcard-title,United States,5 hours ago,Reid Millikan,https://www.linkedin.com/in/reid-millikan,2024-12-17,,"Software Development, IT System Custom Software Development, and IT Services and IT Consulting",DevOps Engineer - Remote - up to $125/hr,"Engineering, Consulting, and Information Technology",,,125.0,,,,True,"['Terraform', 'Azure', 'CI/CD', 'automation', 'team leadership']"
1413,Be among the first 25 applicants,EXTERNAL,https://jsv3.recruitics.com/redirect?rx_cid=3239&rx_jobId=a1KDp00000E2N4rMAF_1001&rx_url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F994718092419111%2F%3Frx_campaign%3DLinkedin1%26rx_ch%3Dconnector%26rx_group%3D126320%26rx_job%3Da1KDp00000E2N4rMAF_1001%26rx_medium%3Dpost%26rx_r%3Dnone%26rx_source%3DLinkedin%26rx_ts%3D20241217T001201Z%26rx_vp%3Dslots%26utm_campaign%3DJob%252Bboard%26utm_medium%3Djobs%26utm_source%3DLIpaid,,10667.0,Meta,https://www.linkedin.com/company/meta?trk=public_jobs_topcard-org-name,Full-time,Internship,4094436848,https://www.linkedin.com/jobs/view/research-scientist-intern-pytorch-core-phd-at-meta-4094436848?trk=public_jobs_topcard-title,"New York, NY",5 days ago,,,2024-12-11,"$7,800.00/mo - $11,293.00/mo","Technology, Information and Internet","Research Scientist Intern, PyTorch Core (PhD)",Other,,51.0,74.0,7800.0,11300.0,PhD,False,"['ML compiler', 'Distributed Training', 'ML systems', 'Python', 'Cuda programming', 'C++', 'planning algorithms', 'MCTS', 'AI Agents', 'LLM performance', 'Reinforcement learning', 'performance optimization', 'research']"
1414,29 applicants,EXTERNAL,https://talent.lowes.com/us/en/job/JR-01958067/Sr-Data-Scientist-Forecasting-ML?utm_source=617LinkedInPaidSlots,,4128.0,"Lowe's Companies, Inc.",https://www.linkedin.com/company/lowe's-home-improvement?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098084200,https://www.linkedin.com/jobs/view/sr-data-scientist-forecasting-ml-at-lowe-s-companies-inc-4098084200?trk=public_jobs_topcard-title,"Charlotte, NC",5 days ago,,,2024-12-11,"$92,300.00/yr - $175,400.00/yr",Retail,Sr Data Scientist - Forecasting/ML,Information Technology and Engineering,4.0,,,92300.0,175400.0,BS,False,"['machine learning', 'data engineering', 'forecasting', 'SQL', 'programming']"
1415,Over 200 applicants,EXTERNAL,https://talent.lowes.com/us/en/job/JR-01908853/Sr-Data-Scientist?utm_source=617LinkedInPaidSlots,,4128.0,"Lowe's Companies, Inc.",https://www.linkedin.com/company/lowe's-home-improvement?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4050071677,https://www.linkedin.com/jobs/view/sr-data-scientist-at-lowe-s-companies-inc-4050071677?trk=public_jobs_topcard-title,"Charlotte, NC",1 day ago,,,2024-12-15,"$92,300.00/yr - $175,400.00/yr",Retail,Sr Data Scientist,Information Technology and Engineering,2.0,44.0,84.0,92300.0,175400.0,BS/MS/PHD,False,"['predictive modeling', 'recommendation algorithms', 'natural language processing', 'text mining', 'optimization', 'mathematical programming', 'SQL', 'statistical modeling', 'machine learning', 'programming']"
1416,Be among the first 25 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/research-scientist-at-net2source-inc-4099292653?trk=public_jobs_topcard-title,,226965.0,Net2Source Inc.,https://www.linkedin.com/company/n2s-global?trk=public_jobs_topcard-org-name,Contract,Associate,4099292653,https://www.linkedin.com/jobs/view/research-scientist-at-net2source-inc-4099292653?trk=public_jobs_topcard-title,"San Mateo, CA",9 hours ago,Himanshu Rana,https://www.linkedin.com/in/himanshu-rana-81a8b31ba,2024-12-17,$35.00/hr - $42.00/hr,Biotechnology Research,Research Scientist,Research,10.0,35.0,42.0,,,B.S/M.S.,False,"['CRISPR', 'NGS', 'TLA', 'PacBio', 'Oxford Nanopore', 'molecular biology', 'data analysis', 'statistics', 'problem solving', 'communication']"
1417,55 applicants,EXTERNAL,https://mycareer.verizon.com/jobs/r-1054661/senior-data-scientist/?source=jb-linkedin,,1103.0,Verizon,https://www.linkedin.com/company/verizon?trk=public_jobs_topcard-org-name,Full-time,Associate,4063409085,https://www.linkedin.com/jobs/view/senior-data-scientist-at-verizon-4063409085?trk=public_jobs_topcard-title,"Temple Terrace, FL",4 days ago,,,2024-12-12,,IT Services and IT Consulting,Senior Data Scientist,Engineering and Information Technology,4.0,,,,,BS,True,"['analytics', 'predictive modeling', 'data mining', 'statistical techniques', 'machine learning', 'Python', 'SQL', 'PySpark', 'Scala']"
1418,30 applicants,EXTERNAL,https://careers.boozallen.com/careers/JobDetail?jobId=103135&source=JB-16500,,1403.0,Booz Allen Hamilton,https://www.linkedin.com/company/booz-allen-hamilton?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4080643555,https://www.linkedin.com/jobs/view/data-scientist-at-booz-allen-hamilton-4080643555?trk=public_jobs_topcard-title,"Fort Meade, MD",5 days ago,,,2024-12-11,"$75,600.00/yr - $172,000.00/yr",IT Services and IT Consulting,Data Scientist,Engineering and Information Technology,1.0,,,75600.0,172000.0,BS,True,"['statistics', 'operations research', 'advanced mathematics', 'R', 'Python', 'scientific methods', 'data gathering', 'data cleansing', 'optimization', 'modeling', 'simulation']"
1419,144 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/python-software-developer-at-x4-engineering-4102753304?trk=public_jobs_topcard-title,,104940409.0,X4 Engineering,https://www.linkedin.com/company/x4engineering?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4102753304,https://www.linkedin.com/jobs/view/python-software-developer-at-x4-engineering-4102753304?trk=public_jobs_topcard-title,"Houston, TX",13 hours ago,Alex Koivio,https://uk.linkedin.com/in/alexkoivio,2024-12-17,"$150,000.00/yr - $220,000.00/yr","Engineering Services, Software Development, and Oil and Gas",Python Software Developer,"Information Technology, Engineering, and Other",3.0,75.0,110.0,150000.0,220000.0,BS/MS,False,"['Python', 'commodities trading', 'data manipulation', 'data analysis', 'SQL', 'API development', 'web scraping']"
1420,149 applicants,EXTERNAL,https://jobs.zendesk.com/us/en/job/ZENDUSR29410EXTERNALENUS/Staff-Data-Scientist?s=LinkedIn&utm_medium=phenom-feeds&utm_source=linkedin,,418095.0,Zendesk,https://www.linkedin.com/company/zendesk?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4099437560,https://www.linkedin.com/jobs/view/staff-data-scientist-at-zendesk-4099437560?trk=public_jobs_topcard-title,United States,3 days ago,,,2024-12-13,"$155,000.00/yr - $233,000.00/yr",Software Development and IT Services and IT Consulting,Staff Data Scientist,Engineering and Information Technology,5.0,,,155000.0,233000.0,BS,True,"['data science', 'machine learning', 'statistical analysis', 'predictive modeling', 'cross-functional teamwork', 'communication']"
1421,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/python-developer-at-synergy-interactive-4101163170?trk=public_jobs_topcard-title,,1087408.0,Synergy Interactive,https://www.linkedin.com/company/synergy-interactive-solutions?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4101163170,https://www.linkedin.com/jobs/view/python-developer-at-synergy-interactive-4101163170?trk=public_jobs_topcard-title,"Alpharetta, GA",14 hours ago,,,2024-12-17,,Financial Services,Python Developer,Engineering,,,,,,,False,"['Python', 'SQLAlchemy', 'Flask', 'Linux', 'Unix', 'Git', 'Terraform', 'Agile', 'Kanban']"
1422,Be among the first 25 applicants,EXTERNAL,https://www.talent.com/redirect?id=119e946b1dbd&source=linkedin-premium-1&utm_source=partner&pos=87801&utm_medium=linkedin-premium-1&puid=3defgddf3de7gadb3de7gddcgddafade3deffadc3aee8adceed3addg3ee37c9d4caf8cacce932daf1da93dad3dec3dedfdd7gddd2dedbddcaddaaed33de9cddgged32ee37ddcbddaeed3ded33ee39ddc8ddbaed3aed33degfed33dedcddcgdd82dee&cg=talent,,92583550.0,Outlier,https://www.linkedin.com/company/try-outlier?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101518715,https://www.linkedin.com/jobs/view/work-from-home-ai-math-analyst-at-outlier-4101518715?trk=public_jobs_topcard-title,"Nevada, United States",3 hours ago,,,2024-12-17,$30.00/hr - $50.00/hr,Software Development,Work from Home AI Math Analyst,"Research, Analyst, and Information Technology",,30.0,50.0,,,BS,True,"['Math', 'English']"
